Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BEP selected,Chrome 62.0.3202.89,,2017-11-15 09:56:08,2017-11-15 10:05:47,9m - 39.382s,FAILED
,,,,,,
Test Cases/BEP/TC_Create_BEP_EmailOutput,Chrome 62.0.3202.89,,2017-11-15 09:56:08,2017-11-15 10:01:39,5m - 31.214s,FAILED
com.helper.commonfunct.utilities.login,Chrome 62.0.3202.89,,2017-11-15 09:56:09,2017-11-15 09:56:18,9.178s,PASSED
com.helper.commonfunct.BEP_CommonMethod.EstimateEmailOutput,Chrome 62.0.3202.89,,2017-11-15 09:56:18,2017-11-15 10:01:39,5m - 20.940s,FAILED
,,,,,,
Test Cases/BEP/TC_CreateBEP_EmailOutput_SendEmail_CreateECR,Chrome 62.0.3202.89,,2017-11-15 10:01:39,2017-11-15 10:05:46,4m - 6.581s,FAILED
callTestCase,Chrome 62.0.3202.89,,2017-11-15 10:01:40,2017-11-15 10:05:46,4m - 6.235s,FAILED
