Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ECR_Lite,Chrome 62.0.3202.94,,2017-11-20 15:31:26,2017-11-21 08:55:54,17h - 24m - 27.788s,FAILED
,,,,,,
Test Cases/ECR/TC_ECRLite_NoExpertService_AllApproval,Chrome 62.0.3202.94,,2017-11-20 15:31:26,2017-11-20 15:31:53,26.810s,FAILED
callTestCase,Chrome 62.0.3202.94,,2017-11-20 15:31:27,2017-11-20 15:31:53,26.058s,FAILED
,,,,,,
Test Cases/ECR/TC_ECRLite_NoExpertService_AllReject,Chrome 62.0.3202.94,,2017-11-20 15:31:53,2017-11-20 15:50:20,18m - 27.018s,FAILED
callTestCase,Chrome 62.0.3202.94,,2017-11-20 15:31:53,2017-11-20 15:34:29,2m - 36.011s,FAILED
com.helper.commonfunct.utilities.setprop,Chrome 62.0.3202.94,,2017-11-20 15:34:29,2017-11-20 15:34:29,0.001s,PASSED
callTestCase,Chrome 62.0.3202.94,,2017-11-20 15:34:29,2017-11-20 15:50:20,15m - 50.535s,FAILED
,,,,,,
Test Cases/ECR/TC_ECR_Lite_ExpertService_AllReject,Chrome 62.0.3202.94,,2017-11-20 15:50:20,2017-11-21 08:52:35,17h - 2m - 14.327s,FAILED
callTestCase,Chrome 62.0.3202.94,,2017-11-20 15:50:21,2017-11-20 15:53:00,2m - 39.647s,FAILED
com.helper.commonfunct.utilities.setprop,Chrome 62.0.3202.94,,2017-11-20 15:53:00,2017-11-20 15:53:00,0.001s,PASSED
callTestCase,Chrome 62.0.3202.94,,2017-11-20 15:53:00,2017-11-21 08:52:31,16h - 59m - 30.716s,FAILED
,,,,,,
Test Cases/ECR/TC_ECR_Lite_ExpertService_AllApproval,Chrome 62.0.3202.94,,2017-11-21 08:52:35,2017-11-21 08:55:53,3m - 18.267s,FAILED
callTestCase,Chrome 62.0.3202.94,,2017-11-21 08:52:36,2017-11-21 08:55:53,3m - 16.578s,FAILED
