Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BEP_Selected,Chrome 62.0.3202.94,,2017-11-27 14:32:45,2017-11-27 14:41:57,9m - 11.593s,FAILED
,,,,,,
Test Cases/BEP/TC_CreateBEP_NoroutingToRL,Chrome 62.0.3202.94,,2017-11-27 14:32:46,2017-11-27 14:40:05,7m - 18.895s,PASSED
callTestCase,Chrome 62.0.3202.94,,2017-11-27 14:32:47,2017-11-27 14:38:37,5m - 50.135s,PASSED
Statement - RDReject = 1,Chrome 62.0.3202.94,,2017-11-27 14:38:37,2017-11-27 14:38:37,0.001s,NOT_RUN
Statement - RouteToRL = false,Chrome 62.0.3202.94,,2017-11-27 14:38:37,2017-11-27 14:38:37,0.001s,PASSED
callTestCase,Chrome 62.0.3202.94,,2017-11-27 14:38:37,2017-11-27 14:40:05,1m - 27.846s,PASSED
,,,,,,
Test Cases/BEP/TC_RLMeetingRequest_CancelMeeting,Chrome 62.0.3202.94,,2017-11-27 14:40:05,2017-11-27 14:41:56,1m - 51.659s,FAILED
callTestCase,Chrome 62.0.3202.94,,2017-11-27 14:40:05,2017-11-27 14:41:56,1m - 51.099s,FAILED
